Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Collection_time,colony_height_m,colony_width1,colony_width2,concatenated_date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Depth,env_broad_scale,env_local_scale,env_medium,Experiment,field_host_genus_id,field_host_species_id,FileName_Forward,FileName_Reverse,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,individual_sample_name,Instrument,isol_growth_condt,isolate,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,parent_colony,Platform,ReleaseDate,create_date,version,Sample Name,sampling_reef_name_detail,sampling_reef_name,SRA Study,status,Substrate,tag_color,tag_number,temperature,Transplant_YN,Transplantation_status,Transplanted_from,transplanted_to,visibility_m,survivorship
SRR12022528,AMPLICON,502,41037496,PRJNA639618,SAMN15241354,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",27450372,THE PENNSYLVANIA STATE UNIVERSITY,2017-04-29,1904-01-01T10:51:00,1,3,5,20170429,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",3,coral reef,not applicable,tissue,SRX8554432,orbicella,faveolata,C-820_S11_L001_R1_001.fastq.gz,C-820_S11_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Varadero reef\, transplant platform",Orbicella faveolata,E19.orbi.fav.V34.pos.20170429.T,Illumina MiSeq,not applicable,not applicable,10.3064722 N 75.5855556 W,E19.orbi.fav.V34.pos.20170429.T.C820,PAIRED,PCR,GENOMIC,coral metagenome,Varadero_31,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:38:00Z,1,C820,Varadero,Varadero,SRP267486,Varadero_Varadero,transplant_platform,yellow,34,29,y,posttransplantation,Varadero,Varadero,12,alive
SRR12022529,AMPLICON,302,20058840,PRJNA639618,SAMN15241174,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",7323006,THE PENNSYLVANIA STATE UNIVERSITY,2016-10-14,1904-01-01T10:00:00,1,4,5,20161014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",3.5,coral reef,not applicable,tissue,SRX8554431,Orbicella,faveolata,C621_S90_L001_R1_001.fastq.gz,C621_S90_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Varadero reef\, transplant platform",Orbicella faveolata,E18.Orbi.fav.V45.pre.20161014.T,Illumina MiSeq,not applicable,not applicable,10.3064722 N 75.5855556 W,E18.Orbi.fav.V45.pre.20161014.T.C621,PAIRED,PCR,GENOMIC,coral metagenome,Varadero_41,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:38:00Z,1,C621,Varadero,Varadero,SRP267486,Varadero_pretransplantation,transplant_platform,yellow,45,30,y,pretransplantation,Varadero,pretransplantation,10,alive
SRR12022530,AMPLICON,302,24154866,PRJNA639618,SAMN15241156,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",8480192,THE PENNSYLVANIA STATE UNIVERSITY,2016-10-14,1904-01-01T10:00:00,1,4,5,20161014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",3.5,coral reef,not applicable,tissue,SRX8554430,Orbicella,faveolata,C602_S77_L001_R1_001.fastq.gz,C602_S77_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Varadero reef\, transplant platform",Orbicella faveolata,E18.Orbi.fav.V04.pre.20161014.T,Illumina MiSeq,not applicable,not applicable,10.3064722 N 75.5855556 W,E18.Orbi.fav.V4.pre.20161014.T.C602,PAIRED,PCR,GENOMIC,coral metagenome,Varadero_01,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:38:00Z,1,C602,Varadero,Varadero,SRP267486,Varadero_pretransplantation,transplant_platform,yellow,4,30,y,pretransplantation,Varadero,pretransplantation,10,alive
SRR12022531,AMPLICON,502,34488906,PRJNA639618,SAMN15241353,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",23127864,THE PENNSYLVANIA STATE UNIVERSITY,2017-04-29,1904-01-01T10:47:00,1,3,5,20170429,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",3,coral reef,not applicable,tissue,SRX8554429,orbicella,faveolata,C-819_S10_L001_R1_001.fastq.gz,C-819_S10_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Varadero reef\, transplant platform",Orbicella faveolata,E19.orbi.fav.V69.pos.20170429.T,Illumina MiSeq,not applicable,not applicable,10.3064722 N 75.5855556 W,E19.orbi.fav.V69.pos.20170429.T.C819,PAIRED,PCR,GENOMIC,coral metagenome,Varadero_66,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:38:00Z,1,C819,Varadero,Varadero,SRP267486,Varadero_Varadero,transplant_platform,yellow,69,30,y,posttransplantation,Varadero,Varadero,12,alive
SRR12022541,AMPLICON,302,17427212,PRJNA639618,SAMN15241173,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",6537773,THE PENNSYLVANIA STATE UNIVERSITY,2016-10-14,1904-01-01T10:00:00,1,4,5,20161014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",3.5,coral reef,not applicable,tissue,SRX8554419,Orbicella,faveolata,C620_S89_L001_R1_001.fastq.gz,C620_S89_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Varadero reef\, transplant platform",Orbicella faveolata,E18.Orbi.fav.V44.pre.20161014.T,Illumina MiSeq,not applicable,not applicable,10.3064722 N 75.5855556 W,E18.Orbi.fav.V44.pre.20161014.T.C620,PAIRED,PCR,GENOMIC,coral metagenome,Varadero_41,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:38:00Z,1,C620,Varadero,Varadero,SRP267486,Varadero_pretransplantation,transplant_platform,yellow,44,30,y,pretransplantation,Varadero,pretransplantation,10,alive
SRR12022542,AMPLICON,502,41049544,PRJNA639618,SAMN15241343,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",27481515,THE PENNSYLVANIA STATE UNIVERSITY,2017-04-29,1904-01-01T10:14:00,1,3,5,20170429,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",3,coral reef,not applicable,tissue,SRX8554418,orbicella,faveolata,C-809_S2_L001_R1_001.fastq.gz,C-809_S2_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Varadero reef\, transplant platform",Orbicella faveolata,E19.orbi.fav.V65.pos.20170429.T,Illumina MiSeq,not applicable,not applicable,10.3064722 N 75.5855556 W,E19.orbi.fav.V65.pos.20170429.T.C809,PAIRED,PCR,GENOMIC,coral metagenome,Rosario_61,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:38:00Z,1,C809,Varadero,Varadero,SRP267486,Rosario_Varadero,transplant_platform,orange,65,30,y,posttransplantation,Rosario,Varadero,12,alive
SRR12022543,AMPLICON,502,51750176,PRJNA639618,SAMN15241342,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",35028515,THE PENNSYLVANIA STATE UNIVERSITY,2017-04-29,H2O,NA,NA,NA,20170429,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NA,coral reef,not applicable,reef water,SRX8554417,H2O,NA,C-808_S1_L001_R1_001.fastq.gz,C-808_S1_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Varadero reef",Water_column,E19.NA.NA.VNA.NA.20170429.H,Illumina MiSeq,not applicable,not applicable,10.3064722 N 75.5855556 W,E19.H2O.NA.VH2O.H2O.20170429.R.C808,PAIRED,PCR,GENOMIC,coral metagenome,H2O,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:38:00Z,1,C808,Varadero,Varadero,SRP267486,H2O,H2O,H2O,H2O,NA,y,H2O,H2O,H2O,NA,H2O
SRR12022544,AMPLICON,302,30993656,PRJNA639618,SAMN15241341,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",9586091,THE PENNSYLVANIA STATE UNIVERSITY,2016-10-22,1904-01-01T11:00:00,100,350,125,20161022,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2.3,coral reef,not applicable,tissue,SRX8554416,Orbicella,annularis,C805_S53_L001_R1_001.fastq.gz,C805_S53_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Varadero reef",Orbicella annularis,E18.Orbi.ann.V80.mot.20161022.T,Illumina MiSeq,not applicable,not applicable,10.3064722 N 75.5855556 W,E19.Orbi.ann.V80.mot.20161022.T.C805,PAIRED,PCR,GENOMIC,coral metagenome,Varadero_80,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:38:00Z,1,C805,Varadero,Varadero,SRP267486,Varadero_mother_colony,rubble,yellow,80,30,y,mother_colony,Varadero_mother_colony,Varadero_mother_colony,10,
SRR12022545,AMPLICON,302,9052752,PRJNA639618,SAMN15241340,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",3034054,THE PENNSYLVANIA STATE UNIVERSITY,2016-10-22,1904-01-01T11:00:00,100,250,100,20161022,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2.3,coral reef,not applicable,tissue,SRX8554415,Orbicella,annularis,C804_S144_L001_R1_001.fastq.gz,C804_S144_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Varadero reef",Orbicella annularis,E18.Orbi.ann.V21.mot.20161022.T,Illumina MiSeq,not applicable,not applicable,10.3064722 N 75.5855556 W,E18.Orbi.ann.V21.mot.20161022.T.C804,PAIRED,PCR,GENOMIC,coral metagenome,Varadero_21,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:38:00Z,1,C804,Varadero,Varadero,SRP267486,Varadero_mother_colony,rubble,yellow,21,30,y,mother_colony,Varadero_mother_colony,Varadero_mother_colony,10,
SRR12022546,AMPLICON,302,12274488,PRJNA639618,SAMN15241339,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",4308778,THE PENNSYLVANIA STATE UNIVERSITY,2016-10-22,1904-01-01T11:00:00,100,150,150,20161022,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",3.2,coral reef,not applicable,tissue,SRX8554414,Orbicella,annularis,C803_S143_L001_R1_001.fastq.gz,C803_S143_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Varadero reef",Orbicella annularis,E18.Orbi.ann.V51.mot.20161022.T,Illumina MiSeq,not applicable,not applicable,10.3064722 N 75.5855556 W,E18.Orbi.ann.V51.mot.20161022.T.C803,PAIRED,PCR,GENOMIC,coral metagenome,Varadero_51,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:38:00Z,1,C803,Varadero,Varadero,SRP267486,Varadero_mother_colony,rubble,yellow,51,30,y,mother_colony,Varadero_mother_colony,Varadero_mother_colony,10,
SRR12022547,AMPLICON,302,9721380,PRJNA639618,SAMN15241338,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",3353657,THE PENNSYLVANIA STATE UNIVERSITY,2016-10-22,1904-01-01T10:24:00,100,125,150,20161022,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2.5,coral reef,not applicable,tissue,SRX8554413,Orbicella,annularis,C802_S142_L001_R1_001.fastq.gz,C802_S142_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Varadero reef",Orbicella annularis,E18.Orbi.ann.V01.mot.20161022.T,Illumina MiSeq,not applicable,not applicable,10.3064722 N 75.5855556 W,E18.Orbi.ann.V1.mot.20161022.T.C802,PAIRED,PCR,GENOMIC,coral metagenome,Varadero_01,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:38:00Z,1,C802,Varadero,Varadero,SRP267486,Varadero_mother_colony,rubble,yellow,1,30,y,mother_colony,Varadero_mother_colony,Varadero_mother_colony,10,
SRR12022548,AMPLICON,302,16105660,PRJNA639618,SAMN15241337,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",6064109,THE PENNSYLVANIA STATE UNIVERSITY,2016-10-22,1904-01-01T10:24:00,250,300,250,20161022,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2.5,coral reef,not applicable,tissue,SRX8554412,Orbicella,annularis,C801_S52_L001_R1_001.fastq.gz,C801_S52_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Varadero reef",Orbicella annularis,E18.Orbi.ann.V66.mot.20161022.T,Illumina MiSeq,not applicable,not applicable,10.3064722 N 75.5855556 W,E18.Orbi.ann.V66.mot.20161022.T.C801,PAIRED,PCR,GENOMIC,coral metagenome,Varadero_66,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:38:00Z,1,C801,Varadero,Varadero,SRP267486,Varadero_mother_colony,rubble,yellow,66,30,y,mother_colony,Varadero_mother_colony,Varadero_mother_colony,10,
SRR12022549,AMPLICON,302,11593780,PRJNA639618,SAMN15241336,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",4070319,THE PENNSYLVANIA STATE UNIVERSITY,2016-10-22,1904-01-01T10:24:00,260,250,200,20161022,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2.8,coral reef,not applicable,tissue,SRX8554411,Orbicella,annularis,C800_S141_L001_R1_001.fastq.gz,C800_S141_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Varadero reef",Orbicella annularis,E18.Orbi.ann.V11.mot.20161022.T,Illumina MiSeq,not applicable,not applicable,10.3064722 N 75.5855556 W,E18.Orbi.ann.V11.mot.20161022.T.C800,PAIRED,PCR,GENOMIC,coral metagenome,Varadero_11,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:38:00Z,1,C800,Varadero,Varadero,SRP267486,Varadero_mother_colony,rubble,yellow,11,30,y,mother_colony,Varadero_mother_colony,Varadero_mother_colony,10,
SRR12022550,AMPLICON,302,10540706,PRJNA639618,SAMN15241335,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",3653338,THE PENNSYLVANIA STATE UNIVERSITY,2016-10-22,1904-01-01T10:24:00,200,150,100,20161022,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2.8,coral reef,not applicable,tissue,SRX8554410,Orbicella,annularis,C799_S140_L001_R1_001.fastq.gz,C799_S140_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Varadero reef",Orbicella annularis,E18.Orbi.ann.V100.mot.20161022.T,Illumina MiSeq,not applicable,not applicable,10.3064722 N 75.5855556 W,E18.Orbi.ann.V100.mot.20161022.T.C799,PAIRED,PCR,GENOMIC,coral metagenome,Varadero_100,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:38:00Z,1,C799,Varadero,Varadero,SRP267486,Varadero_mother_colony,rubble,yellow,100,30,y,mother_colony,Varadero_mother_colony,Varadero_mother_colony,10,
SRR12022551,AMPLICON,302,9628666,PRJNA639618,SAMN15241334,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",3225196,THE PENNSYLVANIA STATE UNIVERSITY,2016-10-22,1904-01-01T10:24:00,100,300,250,20161022,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2.8,coral reef,not applicable,tissue,SRX8554409,Orbicella,annularis,C798_S139_L001_R1_001.fastq.gz,C798_S139_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Varadero reef",Orbicella annularis,E18.Orbi.ann.V61.mot.20161022.T,Illumina MiSeq,not applicable,not applicable,10.3064722 N 75.5855556 W,E18.Orbi.ann.V61.mot.20161022.T.C798,PAIRED,PCR,GENOMIC,coral metagenome,Varadero_61,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:38:00Z,1,C798,Varadero,Varadero,SRP267486,Varadero_mother_colony,rubble,yellow,61,30,y,mother_colony,Varadero_mother_colony,Varadero_mother_colony,10,
SRR12022552,AMPLICON,302,22363402,PRJNA639618,SAMN15241172,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",8157141,THE PENNSYLVANIA STATE UNIVERSITY,2016-10-14,1904-01-01T10:00:00,1,4,5,20161014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",3.5,coral reef,not applicable,tissue,SRX8554408,Orbicella,faveolata,C619_S88_L001_R1_001.fastq.gz,C619_S88_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Varadero reef\, transplant platform",Orbicella faveolata,E18.Orbi.fav.V43.pre.20161014.T,Illumina MiSeq,not applicable,not applicable,10.3064722 N 75.5855556 W,E18.Orbi.fav.V43.pre.20161014.T.C619,PAIRED,PCR,GENOMIC,coral metagenome,Varadero_41,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:38:00Z,1,C619,Varadero,Varadero,SRP267486,Varadero_pretransplantation,transplant_platform,yellow,43,30,y,pretransplantation,Varadero,pretransplantation,10,alive
SRR12022553,AMPLICON,302,11226850,PRJNA639618,SAMN15241333,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",3888540,THE PENNSYLVANIA STATE UNIVERSITY,2016-10-22,1904-01-01T10:24:00,125,225,175,20161022,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2.8,coral reef,not applicable,tissue,SRX8554407,Orbicella,annularis,C797_S138_L001_R1_001.fastq.gz,C797_S138_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Varadero reef",Orbicella annularis,E18.Orbi.ann.V16.mot.20161022.T,Illumina MiSeq,not applicable,not applicable,10.3064722 N 75.5855556 W,E18.Orbi.ann.V16.mot.20161022.T.C797,PAIRED,PCR,GENOMIC,coral metagenome,Varadero_16,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:38:00Z,1,C797,Varadero,Varadero,SRP267486,Varadero_mother_colony,rubble,yellow,16,30,y,mother_colony,Varadero_mother_colony,Varadero_mother_colony,10,
SRR12022554,AMPLICON,302,9931572,PRJNA639618,SAMN15241332,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",3476904,THE PENNSYLVANIA STATE UNIVERSITY,2016-10-22,1904-01-01T10:24:00,100,150,250,20161022,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2.8,coral reef,not applicable,tissue,SRX8554406,Orbicella,annularis,C796_S137_L001_R1_001.fastq.gz,C796_S137_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Varadero reef",Orbicella annularis,E18.Orbi.ann.V26.mot.20161022.T,Illumina MiSeq,not applicable,not applicable,10.3064722 N 75.5855556 W,E18.Orbi.ann.V26.mot.20161022.T.C796,PAIRED,PCR,GENOMIC,coral metagenome,Varadero_26,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:38:00Z,1,C796,Varadero,Varadero,SRP267486,Varadero_mother_colony,rubble,yellow,26,30,y,mother_colony,Varadero_mother_colony,Varadero_mother_colony,10,
SRR12022555,AMPLICON,302,23946788,PRJNA639618,SAMN15241331,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",8789219,THE PENNSYLVANIA STATE UNIVERSITY,2016-10-22,1904-01-01T10:24:00,200,200,150,20161022,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2.8,coral reef,not applicable,tissue,SRX8554405,Orbicella,annularis,C795_S51_L001_R1_001.fastq.gz,C795_S51_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Varadero reef",Orbicella annularis,E18.Orbi.ann.V41.mot.20161022.T,Illumina MiSeq,not applicable,not applicable,10.3064722 N 75.5855556 W,E18.Orbi.ann.V41.mot.20161022.T.C795,PAIRED,PCR,GENOMIC,coral metagenome,Varadero_41,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:38:00Z,1,C795,Varadero,Varadero,SRP267486,Varadero_mother_colony,rubble,yellow,41,30,y,mother_colony,Varadero_mother_colony,Varadero_mother_colony,10,
SRR12022556,AMPLICON,302,8854036,PRJNA639618,SAMN15241330,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",2826292,THE PENNSYLVANIA STATE UNIVERSITY,2016-10-22,1904-01-01T10:24:00,110,150,100,20161022,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2.5,coral reef,not applicable,tissue,SRX8554404,Orbicella,annularis,C794_S136_L001_R1_001.fastq.gz,C794_S136_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Varadero reef",Orbicella annularis,E18.Orbi.ann.V46.mot.20161022.T,Illumina MiSeq,not applicable,not applicable,10.3064722 N 75.5855556 W,E18.Orbi.ann.V46.mot.20161022.T.C794,PAIRED,PCR,GENOMIC,coral metagenome,Varadero_46,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:38:00Z,1,C794,Varadero,Varadero,SRP267486,Varadero_mother_colony,rubble,yellow,46,30,y,mother_colony,Varadero_mother_colony,Varadero_mother_colony,10,
SRR12022558,AMPLICON,302,16005094,PRJNA639618,SAMN15241328,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",6220458,THE PENNSYLVANIA STATE UNIVERSITY,2016-10-21,NA,12,14,16,20161021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4,coral reef,not applicable,tissue,SRX8554402,Siderastrea,siderea,C790_S50_L001_R1_001.fastq.gz,C790_S50_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Varadero reef",Siderastrea siderea,E18.Side.sid.V6C.20161021.T,Illumina MiSeq,not applicable,not applicable,10.3064722 N 75.5855556 W,E18.Side.sid.VNA.NA.20161021.T.C790,PAIRED,PCR,GENOMIC,coral metagenome,NA,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:38:00Z,1,C790,Varadero_6C,Varadero,SRP267486,NA,rubble,NA,NA,30,n,NA,NA,NA,8,NA
SRR12022559,AMPLICON,302,14602304,PRJNA639618,SAMN15241327,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",5121867,THE PENNSYLVANIA STATE UNIVERSITY,2016-10-21,NA,90,200,200,20161021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4,coral reef,not applicable,tissue,SRX8554401,Orbicella,faveolata,C789_S134_L001_R1_001.fastq.gz,C789_S134_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Varadero reef",Orbicella faveolata,E18.Orbi.fav.V6C.20161021.T,Illumina MiSeq,not applicable,not applicable,10.3064722 N 75.5855556 W,E18.Orbi.fav.VNA.NA.20161021.T.C789,PAIRED,PCR,GENOMIC,coral metagenome,NA,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:38:00Z,1,C789,Varadero_6C,Varadero,SRP267486,NA,rubble,NA,NA,30,n,NA,NA,NA,8,NA
SRR12022560,AMPLICON,302,16110190,PRJNA639618,SAMN15241326,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",6244734,THE PENNSYLVANIA STATE UNIVERSITY,2016-10-21,NA,10,10,14,20161021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4.6,coral reef,not applicable,tissue,SRX8554400,Siderastrea,siderea,C788_S49_L001_R1_001.fastq.gz,C788_S49_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Varadero reef",Siderastrea siderea,E18.Side.sid.V6B.20161021.T,Illumina MiSeq,not applicable,not applicable,10.3064722 N 75.5855556 W,E18.Side.sid.VNA.NA.20161021.T.C788,PAIRED,PCR,GENOMIC,coral metagenome,NA,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:38:00Z,1,C788,Varadero_6B,Varadero,SRP267486,NA,rubble,NA,NA,30,n,NA,NA,NA,8,NA
SRR12022561,AMPLICON,302,14145076,PRJNA639618,SAMN15241325,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",5033447,THE PENNSYLVANIA STATE UNIVERSITY,2016-10-21,NA,50,110,95,20161021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4.6,coral reef,not applicable,tissue,SRX8554399,Orbicella,faveolata,C787_S133_L001_R1_001.fastq.gz,C787_S133_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Varadero reef",Orbicella faveolata,E18.Orbi.fav.V6B.20161021.T,Illumina MiSeq,not applicable,not applicable,10.3064722 N 75.5855556 W,E18.Orbi.fav.VNA.NA.20161021.T.C787,PAIRED,PCR,GENOMIC,coral metagenome,NA,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:38:00Z,1,C787,Varadero_6B,Varadero,SRP267486,NA,rubble,NA,NA,30,n,NA,NA,NA,8,NA
SRR12022562,AMPLICON,302,13272900,PRJNA639618,SAMN15241324,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",4634827,THE PENNSYLVANIA STATE UNIVERSITY,2016-10-21,NA,200,260,280,20161021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4,coral reef,not applicable,tissue,SRX8554398,Orbicella,faveolata,C786_S132_L001_R1_001.fastq.gz,C786_S132_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Varadero reef",Orbicella faveolata,E18.Orbi.fav.V6A.20161021.T,Illumina MiSeq,not applicable,not applicable,10.3064722 N 75.5855556 W,E18.Orbi.fav.VNA.NA.20161021.T.C786,PAIRED,PCR,GENOMIC,coral metagenome,NA,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:38:00Z,1,C786,Varadero_6A,Varadero,SRP267486,NA,rubble,NA,NA,30,n,NA,NA,NA,8,NA
SRR12022563,AMPLICON,302,17300674,PRJNA639618,SAMN15241171,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",6340203,THE PENNSYLVANIA STATE UNIVERSITY,2016-10-14,1904-01-01T10:00:00,1,4,5,20161014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",3.5,coral reef,not applicable,tissue,SRX8554397,Orbicella,faveolata,C618_S87_L001_R1_001.fastq.gz,C618_S87_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Varadero reef\, transplant platform",Orbicella faveolata,E18.Orbi.fav.V40.pre.20161014.T,Illumina MiSeq,not applicable,not applicable,10.3064722 N 75.5855556 W,E18.Orbi.fav.V40.pre.20161014.T.C618,PAIRED,PCR,GENOMIC,coral metagenome,Varadero_36,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:38:00Z,1,C618,Varadero,Varadero,SRP267486,Varadero_pretransplantation,transplant_platform,yellow,40,30,y,pretransplantation,Varadero,pretransplantation,10,dead
